code,start_date,end_date
002777.SZ,2015-12-31,2099-01-01
002779.SZ,2015-12-09,2099-01-01
002780.SZ,2015-12-09,2099-01-01
002781.SZ,2015-12-22,2099-01-01
002782.SZ,2015-12-22,2099-01-01
002783.SZ,2015-12-09,2099-01-01
002785.SZ,2015-12-23,2099-01-01
002786.SZ,2015-12-23,2099-01-01
002787.SZ,2015-12-31,2099-01-01
300001.SZ,2009-10-30,2099-01-01
300002.SZ,2009-10-30,2099-01-01
300003.SZ,2009-10-30,2099-01-01
300004.SZ,2009-10-30,2099-01-01
300005.SZ,2009-10-30,2099-01-01
300006.SZ,2009-10-30,2099-01-01
300007.SZ,2009-10-30,2099-01-01
300008.SZ,2009-10-30,2099-01-01
300009.SZ,2009-10-30,2099-01-01
300010.SZ,2009-10-30,2099-01-01
300011.SZ,2009-10-30,2099-01-01
300012.SZ,2009-10-30,2099-01-01
300013.SZ,2009-10-30,2099-01-01
300014.SZ,2009-10-30,2099-01-01
300015.SZ,2009-10-30,2099-01-01
300016.SZ,2009-10-30,2099-01-01
300017.SZ,2009-10-30,2099-01-01
300018.SZ,2009-10-30,2099-01-01
300019.SZ,2009-10-30,2099-01-01
300020.SZ,2009-10-30,2099-01-01
300021.SZ,2009-10-30,2099-01-01
300022.SZ,2009-10-30,2099-01-01
300023.SZ,2009-10-30,2099-01-01
300024.SZ,2009-10-30,2099-01-01
300025.SZ,2009-10-30,2099-01-01
300026.SZ,2009-10-30,2099-01-01
300027.SZ,2009-10-30,2099-01-01
300028.SZ,2009-10-30,2099-01-01
300029.SZ,2009-12-25,2099-01-01
300030.SZ,2009-12-25,2099-01-01
300031.SZ,2009-12-25,2099-01-01
300032.SZ,2009-12-25,2099-01-01
300033.SZ,2009-12-25,2099-01-01
300034.SZ,2009-12-25,2099-01-01
300035.SZ,2009-12-25,2099-01-01
300036.SZ,2009-12-25,2099-01-01
300037.SZ,2010-01-08,2099-01-01
300038.SZ,2010-01-08,2099-01-01
300039.SZ,2010-01-08,2099-01-01
300040.SZ,2010-01-08,2099-01-01
300041.SZ,2010-01-08,2099-01-01
300042.SZ,2010-01-08,2099-01-01
300043.SZ,2010-01-20,2099-01-01
300044.SZ,2010-01-20,2099-01-01
300045.SZ,2010-01-20,2099-01-01
300046.SZ,2010-01-20,2099-01-01
300047.SZ,2010-01-20,2099-01-01
300048.SZ,2010-01-20,2099-01-01
300049.SZ,2010-01-20,2099-01-01
300050.SZ,2010-01-20,2099-01-01
300051.SZ,2010-02-11,2099-01-01
300052.SZ,2010-02-11,2099-01-01
300053.SZ,2010-02-11,2099-01-01
300054.SZ,2010-02-11,2099-01-01
300055.SZ,2010-02-26,2099-01-01
300056.SZ,2010-02-26,2099-01-01
300057.SZ,2010-02-26,2099-01-01
300058.SZ,2010-02-26,2099-01-01
300059.SZ,2010-03-19,2099-01-01
300061.SZ,2010-03-19,2099-01-01
300062.SZ,2010-03-19,2099-01-01
300063.SZ,2010-03-26,2099-01-01
300064.SZ,2010-03-26,2099-01-01
300065.SZ,2010-03-26,2099-01-01
300066.SZ,2010-03-26,2099-01-01
300067.SZ,2010-04-21,2099-01-01
300068.SZ,2010-04-21,2099-01-01
300069.SZ,2010-04-21,2099-01-01
300070.SZ,2010-04-21,2099-01-01
300071.SZ,2010-04-21,2099-01-01
300072.SZ,2010-04-27,2099-01-01
300073.SZ,2010-04-27,2099-01-01
300074.SZ,2010-04-27,2099-01-01
300075.SZ,2010-04-27,2099-01-01
300076.SZ,2010-04-30,2099-01-01
300077.SZ,2010-04-30,2099-01-01
300078.SZ,2010-04-30,2099-01-01
300079.SZ,2010-04-30,2099-01-01
300080.SZ,2010-06-25,2099-01-01
300081.SZ,2010-05-20,2099-01-01
300082.SZ,2010-05-20,2099-01-01
300083.SZ,2010-05-20,2099-01-01
300084.SZ,2010-05-20,2099-01-01
300085.SZ,2010-05-26,2099-01-01
300086.SZ,2010-05-26,2099-01-01
300087.SZ,2010-05-26,2099-01-01
300088.SZ,2010-05-26,2099-01-01
300089.SZ,2010-06-25,2099-01-01
300090.SZ,2010-06-25,2099-01-01
300091.SZ,2010-06-25,2099-01-01
300092.SZ,2010-07-08,2099-01-01
300093.SZ,2010-07-08,2099-01-01
300094.SZ,2010-07-08,2099-01-01
300095.SZ,2010-07-28,2099-01-01
300096.SZ,2010-07-28,2099-01-01
300097.SZ,2010-07-28,2099-01-01
300098.SZ,2010-07-28,2099-01-01
300099.SZ,2010-08-06,2099-01-01
300100.SZ,2010-08-06,2099-01-01
300101.SZ,2010-08-06,2099-01-01
300102.SZ,2010-08-12,2099-01-01
300103.SZ,2010-08-12,2099-01-01
300104.SZ,2010-08-12,2099-01-01
300105.SZ,2010-08-20,2099-01-01
300106.SZ,2010-08-20,2099-01-01
300107.SZ,2010-08-20,2099-01-01
300108.SZ,2010-08-25,2099-01-01
300109.SZ,2010-08-25,2099-01-01
300110.SZ,2010-08-25,2099-01-01
300111.SZ,2010-08-27,2099-01-01
300112.SZ,2010-08-27,2099-01-01
300113.SZ,2010-08-27,2099-01-01
300114.SZ,2010-08-27,2099-01-01
300115.SZ,2010-09-02,2099-01-01
300116.SZ,2010-09-02,2099-01-01
300117.SZ,2010-09-02,2099-01-01
300118.SZ,2010-09-02,2099-01-01
300119.SZ,2010-09-17,2099-01-01
300120.SZ,2010-09-17,2099-01-01
300121.SZ,2010-09-17,2099-01-01
300122.SZ,2010-09-28,2099-01-01
300123.SZ,2010-09-28,2099-01-01
300124.SZ,2010-09-28,2099-01-01
300125.SZ,2010-10-13,2099-01-01
300126.SZ,2010-10-13,2099-01-01
300127.SZ,2010-10-13,2099-01-01
300128.SZ,2010-10-13,2099-01-01
300129.SZ,2010-10-19,2099-01-01
300130.SZ,2010-10-19,2099-01-01
300131.SZ,2010-10-19,2099-01-01
300132.SZ,2010-10-26,2099-01-01
300133.SZ,2010-10-26,2099-01-01
300134.SZ,2010-10-26,2099-01-01
300135.SZ,2010-10-26,2099-01-01
300136.SZ,2010-11-05,2099-01-01
300137.SZ,2010-11-05,2099-01-01
300138.SZ,2010-11-05,2099-01-01
300139.SZ,2010-11-12,2099-01-01
300140.SZ,2010-11-12,2099-01-01
300141.SZ,2010-11-12,2099-01-01
300142.SZ,2010-11-12,2099-01-01
300143.SZ,2010-12-09,2099-01-01
300144.SZ,2010-12-09,2099-01-01
300145.SZ,2010-12-09,2099-01-01
300146.SZ,2010-12-15,2099-01-01
300147.SZ,2010-12-15,2099-01-01
300148.SZ,2010-12-15,2099-01-01
300149.SZ,2010-12-22,2099-01-01
300150.SZ,2010-12-22,2099-01-01
300151.SZ,2010-12-22,2099-01-01
300152.SZ,2010-12-29,2099-01-01
300153.SZ,2010-12-29,2099-01-01
300154.SZ,2010-12-29,2099-01-01
300155.SZ,2011-01-07,2099-01-01
300156.SZ,2011-01-07,2099-01-01
300157.SZ,2011-01-07,2099-01-01
300158.SZ,2011-01-07,2099-01-01
300159.SZ,2011-01-07,2099-01-01
300160.SZ,2011-01-13,2099-01-01
300161.SZ,2011-01-13,2099-01-01
300162.SZ,2011-01-13,2099-01-01
300163.SZ,2011-01-13,2099-01-01
300164.SZ,2011-01-13,2099-01-01
300165.SZ,2011-01-25,2099-01-01
300166.SZ,2011-01-25,2099-01-01
300167.SZ,2011-01-25,2099-01-01
300168.SZ,2011-01-25,2099-01-01
300169.SZ,2011-01-25,2099-01-01
300170.SZ,2011-02-01,2099-01-01
300171.SZ,2011-02-01,2099-01-01
300172.SZ,2011-02-01,2099-01-01
300173.SZ,2011-02-01,2099-01-01
300174.SZ,2011-02-01,2099-01-01
300175.SZ,2011-02-15,2099-01-01
300176.SZ,2011-02-15,2099-01-01
300177.SZ,2011-02-15,2099-01-01
300178.SZ,2011-02-15,2099-01-01
300179.SZ,2011-02-15,2099-01-01
300180.SZ,2011-02-22,2099-01-01
300181.SZ,2011-02-22,2099-01-01
300182.SZ,2011-02-22,2099-01-01
300183.SZ,2011-02-22,2099-01-01
300184.SZ,2011-02-22,2099-01-01
300185.SZ,2011-03-08,2099-01-01
300186.SZ,2011-03-08,2015-11-02
300187.SZ,2011-03-08,2099-01-01
300188.SZ,2011-03-16,2099-01-01
300189.SZ,2011-03-16,2099-01-01
300190.SZ,2011-03-16,2099-01-01
300191.SZ,2011-03-16,2099-01-01
300192.SZ,2011-03-22,2099-01-01
300193.SZ,2011-03-22,2099-01-01
300194.SZ,2011-03-22,2099-01-01
300195.SZ,2011-03-29,2099-01-01
300196.SZ,2011-03-29,2099-01-01
300197.SZ,2011-03-29,2099-01-01
300198.SZ,2011-04-07,2099-01-01
300199.SZ,2011-04-07,2099-01-01
300200.SZ,2011-04-07,2099-01-01
300201.SZ,2011-04-07,2099-01-01
300202.SZ,2011-04-15,2099-01-01
300203.SZ,2011-04-15,2099-01-01
300204.SZ,2011-04-15,2099-01-01
300205.SZ,2011-04-21,2099-01-01
300206.SZ,2011-04-21,2099-01-01
300207.SZ,2011-04-21,2099-01-01
300208.SZ,2011-04-26,2099-01-01
300209.SZ,2011-04-26,2099-01-01
300210.SZ,2011-04-26,2099-01-01
300211.SZ,2011-05-05,2099-01-01
300212.SZ,2011-05-05,2099-01-01
300213.SZ,2011-05-05,2099-01-01
300214.SZ,2011-05-11,2099-01-01
300215.SZ,2011-05-11,2099-01-01
300216.SZ,2011-05-11,2099-01-01
300217.SZ,2011-05-18,2099-01-01
300218.SZ,2011-05-18,2099-01-01
300219.SZ,2011-05-18,2099-01-01
300220.SZ,2011-05-25,2099-01-01
300221.SZ,2011-05-25,2099-01-01
300222.SZ,2011-05-25,2099-01-01
300223.SZ,2011-05-31,2099-01-01
300224.SZ,2011-05-31,2099-01-01
300225.SZ,2011-05-31,2099-01-01
300226.SZ,2011-06-08,2099-01-01
300227.SZ,2011-06-08,2099-01-01
300228.SZ,2011-06-08,2099-01-01
300229.SZ,2011-06-15,2099-01-01
300230.SZ,2011-06-15,2099-01-01
300231.SZ,2011-06-15,2099-01-01
300232.SZ,2011-06-22,2099-01-01
300233.SZ,2011-06-22,2099-01-01
300234.SZ,2011-06-22,2099-01-01
300235.SZ,2011-06-29,2099-01-01
300236.SZ,2011-06-29,2099-01-01
300237.SZ,2011-06-29,2099-01-01
300238.SZ,2011-07-06,2099-01-01
300239.SZ,2011-07-06,2099-01-01
300240.SZ,2011-07-06,2099-01-01
300241.SZ,2011-07-12,2099-01-01
300242.SZ,2011-07-12,2099-01-01
300243.SZ,2011-07-12,2099-01-01
300244.SZ,2011-07-19,2099-01-01
300245.SZ,2011-07-19,2099-01-01
300246.SZ,2011-07-19,2099-01-01
300247.SZ,2011-07-29,2099-01-01
300248.SZ,2011-07-29,2099-01-01
300249.SZ,2011-08-03,2099-01-01
300250.SZ,2011-08-03,2099-01-01
300251.SZ,2011-08-03,2099-01-01
300252.SZ,2011-08-18,2099-01-01
300253.SZ,2011-08-18,2099-01-01
300254.SZ,2011-08-19,2099-01-01
300255.SZ,2011-08-19,2099-01-01
300256.SZ,2011-08-19,2099-01-01
300257.SZ,2011-08-19,2099-01-01
300258.SZ,2011-08-26,2099-01-01
300259.SZ,2011-08-31,2099-01-01
300260.SZ,2011-09-06,2099-01-01
300261.SZ,2011-09-06,2099-01-01
300262.SZ,2011-09-16,2099-01-01
300263.SZ,2011-09-16,2099-01-01
300264.SZ,2011-09-16,2099-01-01
300265.SZ,2011-09-16,2099-01-01
300266.SZ,2011-09-27,2099-01-01
300267.SZ,2011-09-27,2099-01-01
300268.SZ,2011-09-27,2099-01-01
300269.SZ,2011-10-12,2099-01-01
300270.SZ,2011-10-12,2099-01-01
300271.SZ,2011-10-26,2099-01-01
300272.SZ,2011-11-02,2099-01-01
300273.SZ,2011-10-26,2099-01-01
300274.SZ,2011-11-02,2099-01-01
300275.SZ,2011-11-02,2099-01-01
300276.SZ,2011-11-15,2099-01-01
300277.SZ,2011-11-23,2099-01-01
300278.SZ,2011-12-16,2099-01-01
300279.SZ,2011-12-29,2099-01-01
300280.SZ,2011-12-29,2099-01-01
300281.SZ,2011-12-29,2099-01-01
300282.SZ,2011-12-29,2099-01-01
300283.SZ,2012-01-10,2099-01-01
300284.SZ,2012-01-10,2099-01-01
300285.SZ,2012-01-13,2099-01-01
300286.SZ,2012-01-13,2099-01-01
300287.SZ,2012-02-01,2099-01-01
300288.SZ,2012-02-16,2099-01-01
300289.SZ,2012-02-16,2099-01-01
300290.SZ,2012-02-16,2099-01-01
300291.SZ,2012-02-09,2099-01-01
300292.SZ,2012-02-29,2099-01-01
300293.SZ,2012-03-08,2099-01-01
300294.SZ,2012-03-08,2099-01-01
300295.SZ,2012-03-15,2099-01-01
300296.SZ,2012-03-15,2099-01-01
300297.SZ,2012-03-15,2099-01-01
300298.SZ,2012-03-19,2099-01-01
300299.SZ,2012-03-19,2099-01-01
300300.SZ,2012-03-19,2099-01-01
300301.SZ,2012-03-21,2099-01-01
300302.SZ,2012-03-21,2099-01-01
300303.SZ,2012-03-19,2099-01-01
300304.SZ,2012-03-21,2099-01-01
300305.SZ,2012-03-29,2099-01-01
300306.SZ,2012-03-29,2099-01-01
300307.SZ,2012-03-29,2099-01-01
300308.SZ,2012-04-10,2099-01-01
300309.SZ,2012-04-10,2099-01-01
300310.SZ,2012-04-25,2099-01-01
300311.SZ,2012-04-25,2099-01-01
300312.SZ,2012-05-08,2099-01-01
300313.SZ,2012-04-25,2099-01-01
300314.SZ,2012-05-08,2099-01-01
300315.SZ,2012-05-11,2099-01-01
300316.SZ,2012-05-11,2099-01-01
300317.SZ,2012-05-11,2099-01-01
300318.SZ,2012-05-23,2099-01-01
300319.SZ,2012-05-23,2099-01-01
300320.SZ,2012-06-01,2099-01-01
300321.SZ,2012-05-23,2099-01-01
300322.SZ,2012-06-08,2099-01-01
300323.SZ,2012-06-01,2099-01-01
300324.SZ,2012-06-08,2099-01-01
300325.SZ,2012-06-01,2099-01-01
300326.SZ,2012-06-13,2099-01-01
300327.SZ,2012-06-13,2099-01-01
300328.SZ,2012-06-19,2099-01-01
300329.SZ,2012-06-19,2099-01-01
300330.SZ,2012-06-19,2099-01-01
300331.SZ,2012-06-28,2099-01-01
300332.SZ,2012-06-28,2099-01-01
300333.SZ,2012-06-28,2099-01-01
300334.SZ,2012-07-05,2099-01-01
300335.SZ,2012-07-10,2099-01-01
300336.SZ,2012-07-10,2099-01-01
300337.SZ,2012-07-18,2099-01-01
300338.SZ,2012-07-26,2099-01-01
300339.SZ,2012-07-18,2099-01-01
300340.SZ,2012-07-26,2099-01-01
300341.SZ,2012-07-26,2099-01-01
300342.SZ,2012-07-26,2099-01-01
300343.SZ,2012-08-01,2099-01-01
300344.SZ,2012-08-01,2099-01-01
300345.SZ,2012-08-01,2099-01-01
300346.SZ,2012-08-07,2099-01-01
300347.SZ,2012-08-17,2099-01-01
300348.SZ,2012-08-17,2099-01-01
300349.SZ,2012-08-17,2099-01-01
300350.SZ,2012-08-21,2099-01-01
300351.SZ,2012-09-20,2099-01-01
300352.SZ,2012-09-12,2099-01-01
300353.SZ,2012-09-27,2099-01-01
300354.SZ,2012-09-20,2099-01-01
300355.SZ,2012-09-27,2099-01-01
300356.SZ,2012-10-09,2099-01-01
300357.SZ,2014-01-21,2099-01-01
300358.SZ,2014-01-21,2099-01-01
300359.SZ,2014-01-21,2099-01-01
300360.SZ,2014-01-21,2099-01-01
300362.SZ,2014-01-21,2099-01-01
300363.SZ,2014-01-29,2099-01-01
300364.SZ,2015-01-21,2099-01-01
300365.SZ,2014-01-23,2099-01-01
300366.SZ,2014-01-27,2099-01-01
300367.SZ,2014-01-29,2099-01-01
300368.SZ,2014-01-23,2099-01-01
300369.SZ,2014-01-29,2099-01-01
300370.SZ,2014-01-23,2099-01-01
300371.SZ,2014-01-23,2099-01-01
300372.SZ,2014-01-27,2099-01-01
300373.SZ,2014-01-23,2099-01-01
300374.SZ,2015-03-19,2099-01-01
300375.SZ,2014-01-27,2099-01-01
300376.SZ,2014-01-27,2099-01-01
300377.SZ,2014-01-27,2099-01-01
300378.SZ,2014-01-27,2099-01-01
300379.SZ,2014-01-28,2099-01-01
300380.SZ,2014-01-28,2099-01-01
300381.SZ,2014-01-28,2099-01-01
300382.SZ,2014-01-29,2099-01-01
300383.SZ,2014-01-29,2099-01-01
300384.SZ,2014-08-01,2099-01-01
300385.SZ,2014-06-26,2099-01-01
300386.SZ,2014-06-26,2099-01-01
300387.SZ,2014-07-02,2099-01-01
300388.SZ,2014-08-01,2099-01-01
300389.SZ,2014-08-01,2099-01-01
300390.SZ,2014-07-31,2099-01-01
300391.SZ,2014-08-01,2099-01-01
300392.SZ,2014-09-10,2099-01-01
300393.SZ,2014-09-12,2099-01-01
300394.SZ,2015-02-17,2099-01-01
300395.SZ,2014-09-10,2099-01-01
300396.SZ,2014-09-10,2099-01-01
300397.SZ,2014-09-10,2099-01-01
300398.SZ,2014-10-09,2099-01-01
300399.SZ,2014-10-09,2099-01-01
300400.SZ,2014-10-10,2099-01-01
300401.SZ,2014-10-09,2099-01-01
300402.SZ,2014-10-10,2099-01-01
300403.SZ,2014-10-30,2099-01-01
300404.SZ,2015-04-24,2099-01-01
300405.SZ,2014-10-30,2099-01-01
300406.SZ,2014-10-30,2099-01-01
300407.SZ,2014-12-03,2099-01-01
300408.SZ,2014-12-03,2099-01-01
300409.SZ,2014-12-03,2099-01-01
300410.SZ,2014-12-31,2099-01-01
300411.SZ,2014-12-31,2099-01-01
300412.SZ,2014-12-31,2099-01-01
300413.SZ,2015-01-21,2099-01-01
300414.SZ,2015-05-13,2099-01-01
300415.SZ,2015-01-23,2099-01-01
300416.SZ,2015-01-22,2099-01-01
300417.SZ,2015-01-23,2099-01-01
300418.SZ,2015-01-21,2099-01-01
300419.SZ,2015-01-22,2099-01-01
300420.SZ,2015-02-17,2099-01-01
300421.SZ,2015-02-17,2099-01-01
300422.SZ,2015-02-17,2099-01-01
300423.SZ,2015-02-17,2099-01-01
300424.SZ,2015-04-22,2099-01-01
300425.SZ,2015-02-16,2099-01-01
300426.SZ,2015-02-17,2099-01-01
300427.SZ,2015-02-17,2099-01-01
300428.SZ,2015-03-19,2099-01-01
300429.SZ,2015-03-24,2099-01-01
300430.SZ,2015-03-19,2099-01-01
300431.SZ,2015-03-24,2099-01-01
300432.SZ,2015-03-19,2099-01-01
300433.SZ,2015-03-18,2099-01-01
300434.SZ,2015-04-24,2099-01-01
300435.SZ,2015-03-26,2099-01-01
300436.SZ,2015-04-22,2099-01-01
300437.SZ,2015-04-23,2099-01-01
300438.SZ,2015-04-24,2099-01-01
300439.SZ,2015-04-22,2099-01-01
300440.SZ,2015-04-23,2099-01-01
300441.SZ,2015-04-23,2099-01-01
300442.SZ,2015-04-24,2099-01-01
300443.SZ,2015-04-22,2099-01-01
300444.SZ,2015-04-23,2099-01-01
300445.SZ,2015-04-24,2099-01-01
300446.SZ,2015-04-23,2099-01-01
300447.SZ,2015-04-22,2099-01-01
300448.SZ,2015-04-24,2099-01-01
300449.SZ,2015-04-22,2099-01-01
300450.SZ,2015-05-18,2099-01-01
300451.SZ,2015-05-14,2099-01-01
300452.SZ,2015-05-15,2099-01-01
300453.SZ,2015-05-15,2099-01-01
300455.SZ,2015-05-15,2099-01-01
300456.SZ,2015-05-14,2099-01-01
300457.SZ,2015-05-14,2099-01-01
300458.SZ,2015-05-15,2099-01-01
300459.SZ,2015-05-15,2099-01-01
300460.SZ,2015-05-15,2099-01-01
300461.SZ,2015-05-19,2099-01-01
300462.SZ,2015-05-27,2099-01-01
300463.SZ,2015-05-28,2099-01-01
300464.SZ,2015-06-10,2099-01-01
300465.SZ,2015-05-28,2099-01-01
300466.SZ,2015-05-28,2099-01-01
300467.SZ,2015-05-27,2099-01-01
300468.SZ,2015-05-27,2099-01-01
300469.SZ,2015-06-11,2099-01-01
300470.SZ,2015-06-12,2099-01-01
300471.SZ,2015-06-11,2099-01-01
300472.SZ,2015-06-11,2099-01-01
300473.SZ,2015-06-12,2099-01-01
300475.SZ,2015-06-10,2099-01-01
300476.SZ,2015-06-11,2099-01-01
300477.SZ,2015-06-10,2099-01-01
300478.SZ,2015-06-10,2099-01-01
300479.SZ,2015-06-12,2099-01-01
300480.SZ,2015-07-02,2099-01-01
300481.SZ,2015-06-30,2099-01-01
300482.SZ,2015-06-30,2099-01-01
300483.SZ,2015-06-30,2099-01-01
300485.SZ,2015-06-26,2099-01-01
300486.SZ,2015-06-30,2099-01-01
300487.SZ,2015-07-02,2099-01-01
300488.SZ,2015-07-01,2099-01-01
300489.SZ,2015-07-01,2099-01-01
300490.SZ,2015-12-31,2099-01-01
300491.SZ,2015-12-31,2099-01-01
300492.SZ,2015-12-23,2099-01-01
300493.SZ,2015-12-10,2099-01-01
300494.SZ,2015-12-31,2099-01-01
300495.SZ,2015-12-22,2099-01-01
300496.SZ,2015-12-10,2099-01-01
300497.SZ,2015-12-22,2099-01-01
300498.SZ,2015-11-02,2099-01-01
600000.SH,1999-11-10,2099-01-01
600004.SH,2003-04-28,2099-01-01
600005.SH,1999-08-03,2099-01-01
600006.SH,1999-07-27,2099-01-01
600007.SH,1999-03-12,2099-01-01
600008.SH,2000-04-27,2099-01-01
600009.SH,1998-02-18,2099-01-01
600010.SH,2001-03-09,2099-01-01
600011.SH,2001-12-06,2099-01-01
600012.SH,2003-01-07,2099-01-01
600015.SH,2003-09-12,2099-01-01
600016.SH,2000-12-19,2099-01-01
600017.SH,2006-10-17,2099-01-01
600018.SH,2006-10-26,2099-01-01
600019.SH,2000-12-12,2099-01-01
600020.SH,2003-08-08,2099-01-01
600021.SH,2003-10-29,2099-01-01
600022.SH,2004-06-29,2099-01-01
600023.SH,2013-12-19,2099-01-01
600026.SH,2002-05-23,2099-01-01
600027.SH,2005-02-03,2099-01-01
600028.SH,2001-08-08,2099-01-01
600029.SH,2003-07-25,2099-01-01
600030.SH,2003-01-06,2099-01-01
600031.SH,2003-07-03,2099-01-01
600033.SH,2001-02-09,2099-01-01
600035.SH,2004-03-10,2099-01-01
600036.SH,2002-04-09,2099-01-01
600037.SH,2001-02-08,2099-01-01
600038.SH,2000-12-18,2099-01-01
600039.SH,2003-03-25,2099-01-01
600048.SH,2006-07-31,2099-01-01
600050.SH,2002-10-09,2099-01-01
600051.SH,1997-04-10,2099-01-01
600052.SH,1997-04-15,2099-01-01
600053.SH,1997-04-18,2099-01-01
600054.SH,1997-05-06,2099-01-01
600055.SH,1997-05-19,2099-01-01
600056.SH,1997-05-15,2099-01-01
600057.SH,1997-06-04,2099-01-01
600058.SH,1997-05-28,2099-01-01
600059.SH,1997-05-16,2099-01-01
600060.SH,1997-04-22,2099-01-01
600061.SH,1997-05-19,2099-01-01
600062.SH,1997-05-22,2099-01-01
600063.SH,1997-05-28,2099-01-01
600064.SH,1997-05-06,2099-01-01
600066.SH,1997-05-08,2099-01-01
600067.SH,1997-05-08,2099-01-01
600068.SH,1997-05-26,2099-01-01
600069.SH,1997-04-30,2099-01-01
600070.SH,1997-06-04,2099-01-01
600071.SH,1997-05-28,2099-01-01
600072.SH,1997-06-03,2099-01-01
600073.SH,1997-07-04,2099-01-01
600074.SH,1997-06-23,2099-01-01
600075.SH,1997-06-17,2099-01-01
600076.SH,1997-05-26,2099-01-01
600077.SH,1997-05-20,2099-01-01
600078.SH,1997-06-27,2099-01-01
600079.SH,1997-06-06,2099-01-01
600080.SH,1997-06-12,2099-01-01
600081.SH,1997-07-03,2099-01-01
600082.SH,1997-06-20,2099-01-01
600083.SH,1997-06-06,2099-01-01
600084.SH,1997-07-11,2099-01-01
600085.SH,1997-06-25,2099-01-01
600086.SH,1997-06-06,2099-01-01
600087.SH,1997-06-12,2014-06-05
600088.SH,1997-06-16,2099-01-01
600089.SH,1997-06-18,2099-01-01
600090.SH,1997-06-16,2099-01-01
600091.SH,1997-07-04,2099-01-01
600093.SH,1997-06-26,2099-01-01
600094.SH,1997-07-03,2099-01-01
600095.SH,1997-07-08,2099-01-01
600096.SH,1997-07-09,2099-01-01
600097.SH,1997-06-19,2099-01-01
600098.SH,1997-07-18,2099-01-01
600099.SH,1997-07-04,2099-01-01
600100.SH,1997-06-27,2099-01-01
600101.SH,1997-06-27,2099-01-01
600102.SH,1997-08-28,2012-02-28
600103.SH,1997-07-03,2099-01-01
600104.SH,1997-11-25,2099-01-01
600105.SH,1997-09-29,2099-01-01
600106.SH,1997-06-18,2099-01-01
600107.SH,1997-11-06,2099-01-01
600108.SH,1997-08-18,2099-01-01
600109.SH,1997-08-07,2099-01-01
600110.SH,1997-10-07,2099-01-01
600111.SH,1997-09-24,2099-01-01
600112.SH,1997-11-27,2099-01-01
600113.SH,1997-10-21,2099-01-01
600114.SH,2004-05-11,2099-01-01
600115.SH,1997-11-05,2099-01-01
600116.SH,1997-08-04,2099-01-01
600117.SH,1997-10-15,2099-01-01
600118.SH,1997-09-08,2099-01-01
600119.SH,1998-01-15,2099-01-01
600120.SH,1997-12-01,2099-01-01
600121.SH,1998-01-07,2099-01-01
600122.SH,1998-04-20,2099-01-01
600123.SH,1998-12-17,2099-01-01
600125.SH,1998-05-11,2099-01-01
600126.SH,1998-03-11,2099-01-01
600127.SH,1998-05-06,2099-01-01
600128.SH,1997-09-01,2099-01-01
600129.SH,1997-11-18,2099-01-01
600130.SH,2000-07-06,2099-01-01
600131.SH,1998-04-02,2099-01-01
600132.SH,1997-10-30,2099-01-01
600133.SH,1998-02-12,2099-01-01
600135.SH,1998-01-22,2099-01-01
600136.SH,1998-03-03,2099-01-01
600137.SH,1998-04-16,2099-01-01
600138.SH,1997-12-03,2099-01-01
600139.SH,1998-02-25,2099-01-01
600141.SH,1999-06-16,2099-01-01
600143.SH,2004-06-23,2099-01-01
