code,start_date,end_date
600145.SH,1999-09-23,2099-01-01
600146.SH,1999-07-07,2099-01-01
600148.SH,1998-05-20,2099-01-01
600149.SH,1999-10-14,2099-01-01
600150.SH,1998-05-20,2099-01-01
600151.SH,1998-06-05,2099-01-01
600152.SH,1998-06-09,2099-01-01
600153.SH,1998-06-16,2099-01-01
600155.SH,1998-09-18,2099-01-01
600156.SH,1998-05-27,2099-01-01
600157.SH,1998-05-13,2099-01-01
600158.SH,1998-03-27,2099-01-01
600159.SH,1998-05-26,2099-01-01
600160.SH,1998-06-26,2099-01-01
600161.SH,1998-06-16,2099-01-01
600162.SH,1998-06-09,2099-01-01
600163.SH,1998-06-02,2099-01-01
600165.SH,1998-05-29,2099-01-01
600166.SH,1998-06-02,2099-01-01
600167.SH,1999-01-28,2099-01-01
600168.SH,1998-04-27,2099-01-01
600169.SH,1998-09-04,2099-01-01
600170.SH,1998-06-23,2099-01-01
600171.SH,1998-09-24,2099-01-01
600172.SH,1998-11-26,2099-01-01
600173.SH,1999-04-15,2099-01-01
600175.SH,1999-04-08,2099-01-01
600176.SH,1999-04-22,2099-01-01
600177.SH,1998-11-19,2099-01-01
600178.SH,1998-10-14,2099-01-01
600179.SH,1998-11-04,2099-01-01
600180.SH,1998-07-03,2099-01-01
600182.SH,1999-05-07,2099-01-01
600183.SH,1998-10-28,2099-01-01
600184.SH,2003-11-06,2099-01-01
600185.SH,1999-06-11,2099-01-01
600186.SH,1998-08-25,2099-01-01
600187.SH,1998-11-11,2099-01-01
600188.SH,1998-07-01,2099-01-01
600189.SH,1998-10-07,2099-01-01
600190.SH,1999-06-09,2099-01-01
600191.SH,1998-12-10,2099-01-01
600192.SH,1998-12-24,2099-01-01
600193.SH,1999-05-27,2099-01-01
600195.SH,1999-01-07,2099-01-01
600196.SH,1998-08-07,2099-01-01
600197.SH,1999-09-16,2099-01-01
600198.SH,1998-10-21,2099-01-01
600199.SH,1998-08-12,2099-01-01
600200.SH,1999-04-01,2099-01-01
600201.SH,1999-01-15,2099-01-01
600202.SH,1999-06-03,2099-01-01
600203.SH,1999-05-14,2099-01-01
600206.SH,1999-03-19,2099-01-01
600207.SH,1999-07-14,2099-01-01
600208.SH,1999-06-23,2099-01-01
600209.SH,1999-03-25,2099-01-01
600210.SH,1999-08-24,2099-01-01
600211.SH,1999-07-21,2099-01-01
600212.SH,1999-08-17,2099-01-01
600213.SH,1999-08-31,2099-01-01
600215.SH,1999-09-09,2099-01-01
600216.SH,1999-10-21,2099-01-01
600217.SH,1999-12-16,2099-01-01
600218.SH,1998-12-03,2099-01-01
600219.SH,1999-12-23,2099-01-01
600220.SH,1999-09-27,2099-01-01
600221.SH,1999-11-25,2099-01-01
600222.SH,1999-11-05,2099-01-01
600223.SH,2000-01-13,2099-01-01
600225.SH,2000-01-27,2099-01-01
600226.SH,1999-11-16,2099-01-01
600227.SH,2000-02-21,2099-01-01
600228.SH,1999-01-19,2099-01-01
600229.SH,2000-03-09,2099-01-01
600230.SH,2000-04-06,2099-01-01
600231.SH,2000-05-11,2099-01-01
600232.SH,2000-06-02,2099-01-01
600233.SH,2000-06-08,2099-01-01
600234.SH,2000-06-15,2099-01-01
600235.SH,2000-06-15,2099-01-01
600236.SH,2000-03-23,2099-01-01
600237.SH,2000-06-09,2099-01-01
600238.SH,2000-01-20,2099-01-01
600239.SH,1999-12-02,2099-01-01
600240.SH,2000-06-28,2099-01-01
600241.SH,2000-11-28,2099-01-01
600242.SH,2000-12-07,2099-01-01
600243.SH,2000-11-20,2099-01-01
600246.SH,2000-09-22,2099-01-01
600247.SH,2000-11-23,2099-01-01
600248.SH,2000-06-22,2099-01-01
600249.SH,2004-01-30,2099-01-01
600250.SH,2001-03-06,2099-01-01
600251.SH,2003-06-09,2099-01-01
600252.SH,2000-11-30,2099-01-01
600253.SH,2000-12-27,2013-07-15
600255.SH,2000-11-22,2099-01-01
600256.SH,2000-05-26,2099-01-01
600257.SH,2000-06-12,2099-01-01
600258.SH,2000-06-01,2099-01-01
600259.SH,2000-05-25,2099-01-01
600260.SH,2000-07-06,2099-01-01
600261.SH,2000-07-20,2099-01-01
600262.SH,2000-06-30,2099-01-01
600263.SH,2000-07-25,2012-03-01
600265.SH,2000-08-25,2099-01-01
600266.SH,1999-02-03,2099-01-01
600267.SH,2000-07-25,2099-01-01
600268.SH,1999-11-18,2099-01-01
600269.SH,2000-05-18,2099-01-01
600270.SH,2000-12-28,2099-01-01
600271.SH,2003-07-11,2099-01-01
600272.SH,2001-02-28,2099-01-01
600273.SH,2003-06-27,2099-01-01
600275.SH,2000-08-10,2099-01-01
600276.SH,2000-10-18,2099-01-01
600277.SH,2000-07-25,2099-01-01
600278.SH,2000-07-12,2099-01-01
600279.SH,2000-07-31,2099-01-01
600280.SH,2000-09-26,2099-01-01
600281.SH,2000-11-09,2099-01-01
600282.SH,2000-09-19,2099-01-01
600283.SH,2000-10-18,2099-01-01
600284.SH,2004-03-16,2099-01-01
600285.SH,2000-10-18,2099-01-01
600287.SH,2000-09-01,2099-01-01
600288.SH,2000-11-29,2099-01-01
600289.SH,2000-07-20,2099-01-01
600290.SH,2000-11-06,2099-01-01
600291.SH,2000-07-31,2099-01-01
600292.SH,2000-11-01,2099-01-01
600293.SH,2000-09-19,2099-01-01
600295.SH,2001-04-26,2099-01-01
600297.SH,2000-11-16,2099-01-01
600298.SH,2000-08-18,2099-01-01
600299.SH,2000-04-20,2099-01-01
600300.SH,2000-06-30,2099-01-01
600301.SH,2000-07-12,2099-01-01
600302.SH,2000-12-13,2099-01-01
600303.SH,2000-12-26,2099-01-01
600305.SH,2001-02-06,2099-01-01
600306.SH,2000-12-26,2099-01-01
600307.SH,2000-12-20,2099-01-01
600308.SH,2000-09-28,2099-01-01
600309.SH,2001-01-05,2099-01-01
600310.SH,2001-02-28,2099-01-01
600311.SH,2001-06-26,2099-01-01
600312.SH,2001-02-21,2099-01-01
600313.SH,2001-01-19,2099-01-01
600315.SH,2001-03-15,2099-01-01
600316.SH,2000-12-15,2099-01-01
600317.SH,2002-01-31,2099-01-01
600318.SH,2000-12-08,2099-01-01
600319.SH,2001-03-26,2099-01-01
600320.SH,2000-12-21,2099-01-01
600321.SH,2001-05-24,2099-01-01
600322.SH,2001-09-10,2099-01-01
600323.SH,2000-12-25,2099-01-01
600325.SH,2004-02-25,2099-01-01
600326.SH,2001-01-16,2099-01-01
600327.SH,2002-06-25,2099-01-01
600328.SH,2000-12-22,2099-01-01
600329.SH,2001-06-06,2099-01-01
600330.SH,2001-01-18,2099-01-01
600331.SH,2001-12-20,2099-01-01
600332.SH,2001-02-06,2099-01-01
600333.SH,2000-12-11,2099-01-01
600335.SH,2001-03-05,2099-01-01
600336.SH,2000-12-29,2099-01-01
600337.SH,2000-11-27,2099-01-01
600338.SH,2000-12-27,2099-01-01
600339.SH,2000-12-25,2099-01-01
600340.SH,2003-12-30,2099-01-01
600343.SH,2003-04-08,2099-01-01
600345.SH,2000-12-22,2099-01-01
600346.SH,2001-08-20,2099-01-01
600348.SH,2003-08-21,2099-01-01
600350.SH,2002-03-18,2099-01-01
600351.SH,2002-09-26,2099-01-01
600352.SH,2003-08-01,2099-01-01
600353.SH,2002-11-20,2099-01-01
600354.SH,2004-01-15,2099-01-01
600355.SH,2002-06-13,2099-01-01
600356.SH,2001-04-19,2099-01-01
600358.SH,2000-09-22,2099-01-01
600359.SH,1999-04-29,2099-01-01
600360.SH,2001-03-16,2099-01-01
600361.SH,2001-11-29,2099-01-01
600362.SH,2002-01-11,2099-01-01
600363.SH,2001-03-29,2099-01-01
600365.SH,2001-01-15,2099-01-01
600366.SH,2000-10-30,2099-01-01
600367.SH,2001-03-20,2099-01-01
600368.SH,2000-12-21,2099-01-01
600369.SH,2001-01-09,2099-01-01
600370.SH,2003-03-06,2099-01-01
600371.SH,2002-09-16,2099-01-01
600372.SH,2001-07-06,2099-01-01
600373.SH,2002-03-04,2099-01-01
600375.SH,2003-04-01,2099-01-01
600376.SH,2001-03-12,2099-01-01
600377.SH,2001-01-16,2099-01-01
600378.SH,2001-01-11,2099-01-01
600379.SH,2002-01-16,2099-01-01
600380.SH,2001-06-08,2099-01-01
600381.SH,2001-05-08,2099-01-01
600382.SH,2001-01-18,2099-01-01
600383.SH,2001-04-12,2099-01-01
600385.SH,2001-07-23,2099-01-01
600386.SH,2001-02-16,2099-01-01
600387.SH,2004-02-18,2099-01-01
600388.SH,2000-12-29,2099-01-01
600389.SH,2001-01-10,2099-01-01
600390.SH,2001-01-15,2099-01-01
600391.SH,2001-12-12,2099-01-01
600392.SH,2003-05-29,2099-01-01
600393.SH,2001-03-19,2099-01-01
600395.SH,2001-05-31,2099-01-01
600396.SH,2001-03-28,2099-01-01
600397.SH,2002-07-02,2099-01-01
600398.SH,2000-12-28,2099-01-01
600399.SH,2000-12-29,2099-01-01
600400.SH,2001-01-08,2099-01-01
600401.SH,2003-09-24,2099-01-01
600403.SH,2003-10-09,2099-01-01
600405.SH,2004-04-01,2099-01-01
600406.SH,2003-10-16,2099-01-01
600408.SH,2003-02-12,2099-01-01
600409.SH,2003-06-18,2099-01-01
600410.SH,2004-04-27,2099-01-01
600415.SH,2002-05-09,2099-01-01
600416.SH,2002-07-18,2099-01-01
600418.SH,2001-08-24,2099-01-01
600419.SH,2001-06-28,2099-01-01
600420.SH,2004-06-16,2099-01-01
600421.SH,2004-06-07,2099-01-01
600422.SH,2000-12-06,2099-01-01
600423.SH,2003-07-17,2099-01-01
600425.SH,2003-07-24,2099-01-01
600426.SH,2002-06-20,2099-01-01
600428.SH,2002-04-18,2099-01-01
600429.SH,2003-09-15,2099-01-01
600432.SH,2003-09-05,2099-01-01
600433.SH,2003-06-19,2099-01-01
600435.SH,2003-07-04,2099-01-01
600436.SH,2003-06-16,2099-01-01
600438.SH,2004-03-02,2099-01-01
600439.SH,2003-07-10,2099-01-01
600444.SH,2004-02-19,2099-01-01
600446.SH,2003-12-24,2099-01-01
600448.SH,2001-09-03,2099-01-01
600449.SH,2003-08-29,2099-01-01
600452.SH,2004-03-03,2099-01-01
600455.SH,2004-03-29,2099-01-01
600456.SH,2002-04-12,2099-01-01
600458.SH,2002-12-19,2099-01-01
600459.SH,2003-05-16,2099-01-01
600460.SH,2003-03-11,2099-01-01
600461.SH,2004-06-01,2099-01-01
600462.SH,2003-09-03,2099-01-01
600463.SH,2004-03-18,2099-01-01
600466.SH,2001-02-12,2099-01-01
600467.SH,2004-04-05,2099-01-01
600468.SH,2001-06-15,2099-01-01
600469.SH,2003-10-21,2099-01-01
600470.SH,2004-03-05,2099-01-01
600475.SH,2003-07-21,2099-01-01
600476.SH,2003-12-10,2099-01-01
600477.SH,2003-11-10,2099-01-01
600478.SH,2003-09-18,2099-01-01
600479.SH,2004-03-12,2099-01-01
600480.SH,2003-08-15,2099-01-01
600481.SH,2003-04-22,2099-01-01
600482.SH,2004-07-14,2099-01-01
600483.SH,2004-05-31,2099-01-01
600485.SH,2003-08-07,2099-01-01
600486.SH,2002-04-25,2099-01-01
600487.SH,2003-08-22,2099-01-01
600488.SH,2001-06-18,2099-01-01
600489.SH,2003-08-14,2099-01-01
600490.SH,2003-06-26,2099-01-01
600491.SH,2004-05-24,2099-01-01
600493.SH,2004-04-21,2099-01-01
600495.SH,2004-05-26,2099-01-01
600496.SH,2002-06-05,2099-01-01
600497.SH,2004-04-20,2099-01-01
600498.SH,2001-08-23,2099-01-01
600499.SH,2002-10-10,2099-01-01
600500.SH,2000-03-01,2099-01-01
600501.SH,2001-06-15,2099-01-01
600502.SH,2003-04-15,2099-01-01
600503.SH,2002-07-09,2099-01-01
600505.SH,2002-05-30,2099-01-01
600506.SH,2001-12-26,2099-01-01
600507.SH,2003-09-30,2099-01-01
600508.SH,2001-08-29,2099-01-01
600509.SH,2002-02-28,2099-01-01
600510.SH,2002-06-18,2099-01-01
600511.SH,2002-11-27,2099-01-01
600512.SH,2002-12-26,2099-01-01
600513.SH,2003-03-19,2099-01-01
600515.SH,2002-08-06,2099-01-01
600516.SH,2002-08-30,2099-01-01
600517.SH,2003-10-10,2099-01-01
600518.SH,2001-03-19,2099-01-01
600519.SH,2001-08-27,2099-01-01
600520.SH,2002-01-08,2099-01-01
600521.SH,2003-03-04,2099-01-01
600522.SH,2002-10-24,2099-01-01
600523.SH,2001-12-27,2099-01-01
600525.SH,2002-12-02,2099-01-01
600526.SH,2002-07-22,2099-01-01
600527.SH,2003-11-27,2099-01-01
600528.SH,2001-05-28,2099-01-01
600529.SH,2002-06-03,2099-01-01
600530.SH,2001-07-02,2099-01-01
600531.SH,2002-07-30,2099-01-01
600532.SH,2002-10-31,2099-01-01
600533.SH,2002-03-28,2099-01-01
600535.SH,2002-08-23,2099-01-01
600536.SH,2002-05-17,2099-01-01
600537.SH,2003-01-23,2099-01-01
600538.SH,2003-01-14,2099-01-01
600539.SH,2001-08-24,2099-01-01
600540.SH,2004-01-07,2099-01-01
600543.SH,2004-03-24,2099-01-01
600545.SH,2003-12-03,2099-01-01
600546.SH,2003-07-31,2099-01-01
600547.SH,2003-08-28,2099-01-01
600548.SH,2001-12-25,2099-01-01
600549.SH,2002-11-07,2099-01-01
600550.SH,2001-02-28,2099-01-01
600551.SH,2002-09-05,2099-01-01
600552.SH,2002-11-08,2099-01-01
600553.SH,2002-08-22,2011-02-18
600555.SH,2001-03-28,2099-01-01
600556.SH,2001-08-07,2099-01-01
600557.SH,2002-09-18,2099-01-01
600558.SH,2001-02-27,2099-01-01
600559.SH,2002-10-29,2099-01-01
600560.SH,2002-09-19,2099-01-01
600561.SH,2002-07-16,2099-01-01
600562.SH,2003-01-28,2099-01-01
600563.SH,2002-12-10,2099-01-01
600565.SH,2002-07-23,2099-01-01
600566.SH,2001-08-22,2099-01-01
600567.SH,2001-12-18,2099-01-01
600568.SH,2001-05-18,2099-01-01
600569.SH,2001-08-20,2099-01-01
600570.SH,2003-12-16,2099-01-01
600571.SH,2002-11-01,2099-01-01
600572.SH,2004-04-12,2099-01-01
600573.SH,2003-02-26,2099-01-01
600575.SH,2003-03-28,2099-01-01
600576.SH,2003-02-20,2099-01-01
600577.SH,2002-09-11,2099-01-01
600578.SH,2002-05-10,2099-01-01
600579.SH,2002-08-09,2099-01-01
600580.SH,2002-06-06,2099-01-01
600581.SH,2002-08-16,2099-01-01
600582.SH,2002-05-15,2099-01-01
600583.SH,2002-02-05,2099-01-01
600584.SH,2003-06-03,2099-01-01
600585.SH,2002-02-07,2099-01-01
600586.SH,2002-08-15,2099-01-01
600587.SH,2002-09-27,2099-01-01
600588.SH,2001-05-18,2099-01-01
600589.SH,2001-06-12,2099-01-01
600590.SH,2002-07-03,2099-01-01
600592.SH,2002-08-05,2099-01-01
600593.SH,2002-07-11,2099-01-01
600594.SH,2004-03-23,2099-01-01
600595.SH,2002-06-26,2099-01-01
600596.SH,2001-09-06,2099-01-01
600597.SH,2002-08-28,2099-01-01
600598.SH,2002-03-29,2099-01-01
600599.SH,2001-08-28,2099-01-01
600600.SH,1993-08-27,2099-01-01
600601.SH,1990-12-19,2099-01-01
600602.SH,1990-12-19,2099-01-01
600603.SH,1992-01-13,2099-01-01
600604.SH,1992-03-27,2099-01-01
600605.SH,1992-03-27,2099-01-01
600606.SH,1992-03-27,2099-01-01
600608.SH,1992-03-27,2099-01-01
600609.SH,1992-07-24,2099-01-01
600610.SH,1992-08-05,2099-01-01
600611.SH,1992-08-07,2099-01-01
600612.SH,1992-08-14,2099-01-01
600613.SH,1992-08-20,2099-01-01
600614.SH,1992-08-28,2099-01-01
600615.SH,1992-09-10,2099-01-01
600616.SH,1992-09-29,2099-01-01
600617.SH,1992-10-13,2099-01-01
600618.SH,1992-11-13,2099-01-01
600619.SH,1992-11-16,2099-01-01
600620.SH,1992-11-17,2099-01-01
600621.SH,1992-12-02,2099-01-01
600622.SH,1992-12-03,2099-01-01
600623.SH,1992-12-04,2099-01-01
600624.SH,1993-01-05,2099-01-01
600626.SH,1993-01-07,2099-01-01
600628.SH,1993-01-19,2099-01-01
600629.SH,1993-02-09,2099-01-01
600630.SH,1993-02-09,2099-01-01
600631.SH,1993-02-19,2011-08-23
600633.SH,1993-03-04,2099-01-01
600634.SH,1993-03-04,2099-01-01
600635.SH,1993-03-04,2099-01-01
600636.SH,1993-03-16,2099-01-01
600637.SH,1993-03-16,2099-01-01
600638.SH,1993-03-26,2099-01-01
600639.SH,1993-03-26,2099-01-01
600640.SH,1993-04-07,2099-01-01
600641.SH,1993-04-07,2099-01-01
600642.SH,1993-04-16,2099-01-01
600643.SH,1993-04-26,2099-01-01
600644.SH,1993-04-26,2099-01-01
600645.SH,1993-05-04,2099-01-01
600647.SH,1993-05-04,2099-01-01
600648.SH,1993-05-04,2099-01-01
600649.SH,1993-05-18,2099-01-01
600650.SH,1993-06-07,2099-01-01
600651.SH,1990-12-19,2099-01-01
600652.SH,1990-12-19,2099-01-01
600653.SH,1990-12-19,2099-01-01
600654.SH,1990-12-19,2099-01-01
600655.SH,1992-09-02,2099-01-01
600656.SH,1990-12-19,2016-05-13
600657.SH,1993-05-24,2099-01-01
600658.SH,1993-05-24,2099-01-01
600660.SH,1993-06-10,2099-01-01
600661.SH,1993-06-14,2099-01-01
600662.SH,1993-06-14,2099-01-01
600663.SH,1993-06-28,2099-01-01
600664.SH,1993-06-29,2099-01-01
600665.SH,1993-07-09,2099-01-01
600666.SH,1993-07-12,2099-01-01
600667.SH,1993-07-28,2099-01-01
600668.SH,1993-07-28,2099-01-01
600671.SH,1993-08-23,2099-01-01
600673.SH,1993-09-17,2099-01-01
600674.SH,1993-09-24,2099-01-01
600675.SH,1993-09-24,2099-01-01
600676.SH,1993-09-28,2099-01-01
600677.SH,1993-09-28,2099-01-01
600678.SH,1993-10-08,2099-01-01
600679.SH,1993-10-08,2099-01-01
600680.SH,1993-10-18,2099-01-01
600681.SH,1993-10-18,2099-01-01
600682.SH,1993-10-18,2099-01-01
600683.SH,1993-10-25,2099-01-01
600684.SH,1993-10-28,2099-01-01
600685.SH,1993-10-28,2099-01-01
600686.SH,1993-11-08,2099-01-01
600687.SH,1993-11-08,2099-01-01
600688.SH,1993-11-08,2099-01-01
600689.SH,1993-11-08,2099-01-01
600690.SH,1993-11-19,2099-01-01
600691.SH,1993-11-19,2099-01-01
600692.SH,1993-11-19,2099-01-01
600693.SH,1993-11-22,2099-01-01
600694.SH,1993-11-22,2099-01-01
600695.SH,1993-11-22,2099-01-01
600696.SH,1993-12-06,2099-01-01
600697.SH,1993-12-06,2099-01-01
600698.SH,1993-12-06,2099-01-01
600699.SH,1993-12-06,2099-01-01
600701.SH,1996-05-28,2099-01-01
600702.SH,1996-05-24,2099-01-01
600703.SH,1996-05-28,2099-01-01
600704.SH,1996-06-06,2099-01-01
600705.SH,1996-05-16,2099-01-01
600706.SH,1996-05-16,2099-01-01
600707.SH,1996-05-20,2099-01-01
600708.SH,1996-06-06,2099-01-01
600710.SH,1996-07-01,2099-01-01
600711.SH,1996-05-31,2099-01-01
600712.SH,1996-06-26,2099-01-01
600713.SH,1996-07-01,2099-01-01
600714.SH,1996-06-06,2099-01-01
600715.SH,1996-07-01,2099-01-01
600716.SH,1996-07-02,2099-01-01
600717.SH,1996-06-14,2099-01-01
600718.SH,1996-06-18,2099-01-01
600719.SH,1996-07-16,2099-01-01
600720.SH,1996-07-16,2099-01-01
600721.SH,1996-06-26,2099-01-01
600722.SH,1996-06-26,2099-01-01
600723.SH,1996-07-16,2099-01-01
600724.SH,1996-07-16,2099-01-01
600725.SH,1996-07-02,2099-01-01
600726.SH,1996-07-01,2099-01-01
600727.SH,1996-07-02,2099-01-01
600728.SH,1996-07-16,2099-01-01
600729.SH,1996-07-02,2099-01-01
600730.SH,1996-07-26,2099-01-01
600731.SH,1996-08-02,2099-01-01
600732.SH,1996-08-16,2099-01-01
600733.SH,1996-08-16,2099-01-01
600734.SH,1996-08-08,2099-01-01
600735.SH,1996-07-26,2099-01-01
600736.SH,1996-08-15,2099-01-01
600737.SH,1996-07-31,2099-01-01
600738.SH,1996-08-02,2099-01-01
600739.SH,1996-08-19,2099-01-01
600740.SH,1996-08-08,2099-01-01
600741.SH,1996-08-26,2099-01-01
600742.SH,1996-08-26,2099-01-01
600743.SH,1996-09-09,2099-01-01
600744.SH,1996-09-05,2099-01-01
600745.SH,1996-08-28,2099-01-01
600746.SH,1996-09-18,2099-01-01
600747.SH,1996-09-16,2099-01-01
600748.SH,1996-09-25,2099-01-01
600749.SH,1996-10-15,2099-01-01
600750.SH,1996-09-23,2099-01-01
600751.SH,1996-09-09,2099-01-01
600753.SH,1996-09-27,2099-01-01
600754.SH,1996-10-11,2099-01-01
600755.SH,1996-10-03,2099-01-01
600756.SH,1996-09-23,2099-01-01
600757.SH,1996-10-03,2099-01-01
600758.SH,1996-10-29,2099-01-01
600759.SH,1996-10-08,2099-01-01
600760.SH,1996-10-11,2099-01-01
600761.SH,1996-10-09,2099-01-01
600763.SH,1996-10-30,2099-01-01
600764.SH,1996-11-04,2099-01-01
600765.SH,1996-11-06,2099-01-01
600766.SH,1996-10-28,2099-01-01
600767.SH,1996-11-15,2099-01-01
600768.SH,1996-11-11,2099-01-01
600769.SH,1996-11-01,2099-01-01
600770.SH,1996-11-20,2099-01-01
600771.SH,1996-11-05,2099-01-01
600773.SH,1996-11-08,2099-01-01
600774.SH,1996-11-08,2099-01-01
600775.SH,1996-11-18,2099-01-01
600776.SH,1996-11-26,2099-01-01
600777.SH,1996-11-21,2099-01-01
600778.SH,1996-12-03,2099-01-01
600779.SH,1996-12-06,2099-01-01
600780.SH,1996-12-05,2099-01-01
600781.SH,1996-12-18,2099-01-01
600782.SH,1996-12-25,2099-01-01
600783.SH,1996-12-25,2099-01-01
600784.SH,1996-12-25,2099-01-01
600785.SH,1997-01-08,2099-01-01
600787.SH,1997-01-21,2099-01-01
600789.SH,1997-02-26,2099-01-01
600790.SH,1997-02-28,2099-01-01
600791.SH,1997-01-30,2099-01-01
600792.SH,1997-01-23,2099-01-01
600793.SH,1997-02-20,2099-01-01
600794.SH,1997-03-06,2099-01-01
600795.SH,1997-03-18,2099-01-01
600796.SH,1997-04-08,2099-01-01
600797.SH,1997-04-18,2099-01-01
600798.SH,1997-04-23,2099-01-01
600800.SH,1993-12-06,2099-01-01
600801.SH,1994-01-03,2099-01-01
600802.SH,1994-01-03,2099-01-01
600803.SH,1994-01-03,2099-01-01
600804.SH,1994-01-03,2099-01-01
600805.SH,1994-01-03,2099-01-01
600806.SH,1994-01-03,2099-01-01
600807.SH,1994-01-03,2099-01-01
600808.SH,1994-01-06,2099-01-01
600809.SH,1994-01-06,2099-01-01
600810.SH,1994-01-06,2099-01-01
600811.SH,1994-01-06,2099-01-01
600812.SH,1994-01-14,2099-01-01
600814.SH,1994-01-14,2099-01-01
600815.SH,1994-01-28,2099-01-01
600816.SH,1994-01-28,2099-01-01
600817.SH,1994-01-28,2099-01-01
600818.SH,1994-01-28,2099-01-01
600819.SH,1994-01-28,2099-01-01
600820.SH,1994-01-28,2099-01-01
600821.SH,1994-01-28,2099-01-01
600822.SH,1994-02-04,2099-01-01
600823.SH,1994-02-04,2099-01-01
600824.SH,1994-02-04,2099-01-01
600825.SH,1994-02-04,2099-01-01
600826.SH,1994-02-04,2099-01-01
600827.SH,1994-02-04,2099-01-01
600828.SH,1994-02-24,2099-01-01
600829.SH,1994-02-24,2099-01-01
600830.SH,1994-02-24,2099-01-01
600831.SH,1994-02-24,2099-01-01
600832.SH,1994-02-24,2015-05-20
600833.SH,1994-02-24,2099-01-01
600834.SH,1994-02-24,2099-01-01
600835.SH,1994-02-24,2099-01-01
600836.SH,1994-02-24,2099-01-01
600837.SH,1994-02-24,2099-01-01
600838.SH,1994-02-24,2099-01-01
600839.SH,1994-03-11,2099-01-01
600841.SH,1994-03-11,2099-01-01
600843.SH,1994-03-11,2099-01-01
600844.SH,1994-03-11,2099-01-01
600845.SH,1994-03-11,2099-01-01
600846.SH,1994-03-11,2099-01-01
600847.SH,1994-03-24,2099-01-01
600848.SH,1994-03-24,2099-01-01
600850.SH,1994-03-24,2099-01-01
600851.SH,1994-04-04,2099-01-01
600853.SH,1994-04-04,2099-01-01
600854.SH,1994-04-25,2099-01-01
600855.SH,1994-04-25,2099-01-01
600856.SH,1994-04-25,2099-01-01
600857.SH,1994-04-25,2099-01-01
600858.SH,1994-05-06,2099-01-01
600859.SH,1994-05-06,2099-01-01
600860.SH,1994-05-06,2099-01-01
600861.SH,1994-05-20,2099-01-01
600862.SH,1994-05-20,2099-01-01
600863.SH,1994-05-20,2099-01-01
600864.SH,1994-08-09,2099-01-01
600865.SH,1994-08-09,2099-01-01
