code,start_date,end_date
600866.SH,1994-08-18,2099-01-01
600867.SH,1994-08-24,2099-01-01
600868.SH,1994-09-12,2099-01-01
600869.SH,1995-02-06,2099-01-01
600870.SH,1995-02-28,2099-01-01
600871.SH,1995-04-11,2099-01-01
600872.SH,1995-01-24,2099-01-01
600873.SH,1995-02-17,2099-01-01
600874.SH,1995-06-30,2099-01-01
600875.SH,1995-10-10,2099-01-01
600876.SH,1995-10-31,2099-01-01
600877.SH,1995-10-13,2099-01-01
600879.SH,1995-11-15,2099-01-01
600880.SH,1995-11-15,2099-01-01
600881.SH,1995-11-15,2099-01-01
600882.SH,1995-12-06,2099-01-01
600883.SH,1995-12-08,2099-01-01
600884.SH,1996-01-30,2099-01-01
600885.SH,1996-02-05,2099-01-01
600886.SH,1996-01-18,2099-01-01
600887.SH,1996-03-12,2099-01-01
600888.SH,1996-02-15,2099-01-01
600889.SH,1996-03-08,2099-01-01
600890.SH,1996-03-18,2099-01-01
600891.SH,1996-03-25,2099-01-01
600892.SH,1996-03-15,2099-01-01
600893.SH,1996-04-08,2099-01-01
600894.SH,1996-03-28,2099-01-01
600895.SH,1996-04-22,2099-01-01
600896.SH,1996-05-03,2099-01-01
600897.SH,1996-05-31,2099-01-01
600898.SH,1996-04-18,2099-01-01
600900.SH,2003-11-18,2099-01-01
600917.SH,2014-09-30,2099-01-01
600958.SH,2015-03-23,2099-01-01
600959.SH,2015-04-28,2099-01-01
600960.SH,2004-04-07,2099-01-01
600961.SH,2004-08-30,2099-01-01
600962.SH,2004-06-22,2099-01-01
600963.SH,2004-05-25,2099-01-01
600965.SH,2004-07-13,2099-01-01
600966.SH,2004-06-08,2099-01-01
600967.SH,2004-05-18,2099-01-01
600969.SH,2004-04-08,2099-01-01
600970.SH,2005-04-12,2099-01-01
600971.SH,2004-08-17,2099-01-01
600973.SH,2004-08-02,2099-01-01
600975.SH,2004-06-09,2099-01-01
600976.SH,2004-04-19,2099-01-01
600978.SH,2004-08-24,2099-01-01
600979.SH,2004-09-06,2099-01-01
600980.SH,2004-05-12,2099-01-01
600981.SH,2004-06-30,2099-01-01
600982.SH,2004-07-06,2099-01-01
600983.SH,2004-07-27,2099-01-01
600984.SH,2004-07-07,2099-01-01
600985.SH,2004-04-28,2099-01-01
600986.SH,2004-04-26,2099-01-01
600987.SH,2004-08-09,2099-01-01
600988.SH,2004-04-14,2099-01-01
600990.SH,2004-05-10,2099-01-01
600991.SH,2004-06-14,2012-03-20
600992.SH,2004-05-14,2099-01-01
600993.SH,2004-05-17,2099-01-01
600995.SH,2004-06-15,2099-01-01
600997.SH,2004-06-02,2099-01-01
600998.SH,2010-11-02,2099-01-01
600999.SH,2009-11-17,2099-01-01
601000.SH,2010-07-05,2099-01-01
601001.SH,2006-06-23,2099-01-01
601002.SH,2007-01-26,2099-01-01
601003.SH,2007-02-27,2099-01-01
601005.SH,2007-02-28,2099-01-01
601006.SH,2006-08-01,2099-01-01
601007.SH,2007-04-06,2099-01-01
601008.SH,2007-04-26,2099-01-01
601009.SH,2007-07-19,2099-01-01
601010.SH,2011-06-03,2099-01-01
601011.SH,2011-03-09,2099-01-01
601012.SH,2012-04-11,2099-01-01
601015.SH,2014-11-05,2099-01-01
601016.SH,2014-09-29,2099-01-01
601018.SH,2010-09-28,2099-01-01
601021.SH,2015-01-21,2099-01-01
601028.SH,2011-11-07,2099-01-01
601038.SH,2012-08-08,2099-01-01
601058.SH,2011-06-30,2099-01-01
601069.SH,2015-01-22,2099-01-01
601088.SH,2007-10-09,2099-01-01
601098.SH,2010-10-28,2099-01-01
601099.SH,2007-12-28,2099-01-01
601100.SH,2011-10-28,2099-01-01
601101.SH,2010-03-31,2099-01-01
601106.SH,2010-02-09,2099-01-01
601107.SH,2009-07-27,2099-01-01
601111.SH,2006-08-18,2099-01-01
601113.SH,2011-05-09,2099-01-01
601116.SH,2011-03-02,2099-01-01
601117.SH,2010-01-07,2099-01-01
601118.SH,2011-01-07,2099-01-01
601126.SH,2010-12-31,2099-01-01
601137.SH,2011-01-27,2099-01-01
601139.SH,2009-12-25,2099-01-01
601155.SH,2015-12-04,2099-01-01
601158.SH,2010-03-29,2099-01-01
601166.SH,2007-02-05,2099-01-01
601168.SH,2007-07-12,2099-01-01
601169.SH,2007-09-19,2099-01-01
601177.SH,2010-10-11,2099-01-01
601179.SH,2010-01-28,2099-01-01
601186.SH,2008-03-10,2099-01-01
601188.SH,2010-03-19,2099-01-01
601198.SH,2015-02-26,2099-01-01
601199.SH,2011-03-17,2099-01-01
601208.SH,2011-05-20,2099-01-01
601211.SH,2015-06-26,2099-01-01
601216.SH,2011-02-22,2099-01-01
601218.SH,2011-05-06,2099-01-01
601222.SH,2011-08-08,2099-01-01
601225.SH,2014-01-28,2099-01-01
601226.SH,2014-12-11,2099-01-01
601231.SH,2012-02-20,2099-01-01
601233.SH,2011-05-18,2099-01-01
601238.SH,2012-03-29,2099-01-01
601258.SH,2011-04-28,2099-01-01
601268.SH,2010-02-02,2015-05-21
601288.SH,2010-07-15,2099-01-01
601299.SH,2009-12-29,2015-05-20
601311.SH,2011-06-02,2099-01-01
601313.SH,2012-01-16,2099-01-01
601318.SH,2007-03-01,2099-01-01
601328.SH,2007-05-15,2099-01-01
601333.SH,2006-12-22,2099-01-01
601336.SH,2011-12-16,2099-01-01
601339.SH,2012-06-12,2099-01-01
601368.SH,2015-06-12,2099-01-01
601369.SH,2010-04-28,2099-01-01
601377.SH,2010-10-13,2099-01-01
601388.SH,2012-04-23,2099-01-01
601390.SH,2007-12-03,2099-01-01
601398.SH,2006-10-27,2099-01-01
601515.SH,2012-02-16,2099-01-01
601518.SH,2010-03-19,2099-01-01
601519.SH,2011-01-28,2099-01-01
601555.SH,2011-12-12,2099-01-01
601558.SH,2011-01-13,2099-01-01
601566.SH,2011-05-30,2099-01-01
601567.SH,2011-06-15,2099-01-01
601579.SH,2014-08-25,2099-01-01
601588.SH,2006-10-16,2099-01-01
601599.SH,2011-05-27,2099-01-01
601600.SH,2007-04-30,2099-01-01
601601.SH,2007-12-25,2099-01-01
601607.SH,1994-03-24,2099-01-01
601608.SH,2012-07-06,2099-01-01
601616.SH,2011-02-01,2099-01-01
601618.SH,2009-09-21,2099-01-01
601628.SH,2007-01-09,2099-01-01
601633.SH,2011-09-28,2099-01-01
601636.SH,2011-08-12,2099-01-01
601666.SH,2006-11-23,2099-01-01
601668.SH,2009-07-29,2099-01-01
601669.SH,2011-10-18,2099-01-01
601677.SH,2011-09-19,2099-01-01
601678.SH,2010-02-23,2099-01-01
601688.SH,2010-02-26,2099-01-01
601689.SH,2015-03-19,2099-01-01
601699.SH,2006-09-22,2099-01-01
601700.SH,2011-01-18,2099-01-01
601717.SH,2010-08-03,2099-01-01
601718.SH,2010-08-16,2099-01-01
601727.SH,2008-12-05,2099-01-01
601766.SH,2008-08-18,2099-01-01
601777.SH,2010-11-25,2099-01-01
601788.SH,2009-08-18,2099-01-01
601789.SH,2011-08-16,2099-01-01
601798.SH,2011-06-22,2099-01-01
601799.SH,2011-02-01,2099-01-01
601800.SH,2012-03-09,2099-01-01
601801.SH,2010-01-18,2099-01-01
601808.SH,2007-09-28,2099-01-01
601818.SH,2010-08-18,2099-01-01
601857.SH,2007-11-05,2099-01-01
601866.SH,2007-12-12,2099-01-01
601872.SH,2006-12-01,2099-01-01
601877.SH,2010-01-21,2099-01-01
601880.SH,2010-12-06,2099-01-01
601886.SH,2011-08-18,2099-01-01
601888.SH,2009-10-15,2099-01-01
601890.SH,2010-12-28,2099-01-01
601898.SH,2008-02-01,2099-01-01
601899.SH,2008-04-25,2099-01-01
601901.SH,2011-08-10,2099-01-01
601908.SH,2011-09-08,2099-01-01
601918.SH,2007-12-19,2099-01-01
601919.SH,2007-06-26,2099-01-01
601928.SH,2011-11-30,2099-01-01
601929.SH,2012-02-23,2099-01-01
601933.SH,2010-12-15,2099-01-01
601939.SH,2007-09-25,2099-01-01
601958.SH,2008-04-17,2099-01-01
601965.SH,2012-06-11,2099-01-01
601968.SH,2015-06-11,2099-01-01
601969.SH,2014-12-09,2099-01-01
601985.SH,2015-06-10,2099-01-01
601988.SH,2006-07-05,2099-01-01
601989.SH,2009-12-16,2099-01-01
601991.SH,2006-12-20,2099-01-01
601992.SH,2011-03-01,2099-01-01
601996.SH,2011-09-29,2099-01-01
601998.SH,2007-04-27,2099-01-01
601999.SH,2007-12-21,2099-01-01
603000.SH,2012-04-27,2099-01-01
603001.SH,2012-04-26,2099-01-01
603002.SH,2012-05-18,2099-01-01
603003.SH,2012-08-17,2099-01-01
603005.SH,2014-02-10,2099-01-01
603006.SH,2014-06-30,2099-01-01
603008.SH,2012-07-17,2099-01-01
603009.SH,2014-07-18,2099-01-01
603010.SH,2014-10-10,2099-01-01
603011.SH,2014-11-07,2099-01-01
603012.SH,2015-03-20,2099-01-01
603015.SH,2015-03-03,2099-01-01
603017.SH,2014-12-31,2099-01-01
603018.SH,2014-10-13,2099-01-01
603019.SH,2014-11-06,2099-01-01
603020.SH,2015-03-25,2099-01-01
603021.SH,2015-04-23,2099-01-01
603022.SH,2015-05-18,2099-01-01
603023.SH,2015-05-27,2099-01-01
603025.SH,2015-04-22,2099-01-01
603026.SH,2015-05-29,2099-01-01
603030.SH,2015-03-20,2099-01-01
603066.SH,2015-06-11,2099-01-01
603077.SH,2012-07-31,2099-01-01
603085.SH,2015-06-30,2099-01-01
603088.SH,2014-11-11,2099-01-01
603099.SH,2014-08-22,2099-01-01
603100.SH,2014-08-05,2099-01-01
603108.SH,2015-05-27,2099-01-01
603111.SH,2014-08-01,2099-01-01
603116.SH,2015-06-29,2099-01-01
603117.SH,2015-06-29,2099-01-01
603118.SH,2015-02-25,2099-01-01
603123.SH,2012-05-03,2099-01-01
603126.SH,2014-07-31,2099-01-01
603128.SH,2012-05-29,2099-01-01
603158.SH,2015-03-20,2099-01-01
603166.SH,2014-11-27,2099-01-01
603167.SH,2012-09-06,2099-01-01
603168.SH,2014-07-02,2099-01-01
603169.SH,2014-10-09,2099-01-01
603188.SH,2014-09-09,2099-01-01
603198.SH,2015-05-28,2099-01-01
603199.SH,2015-03-26,2099-01-01
603222.SH,2015-02-17,2099-01-01
603223.SH,2015-06-30,2099-01-01
603227.SH,2015-05-15,2099-01-01
603268.SH,2015-03-19,2099-01-01
603288.SH,2014-02-11,2099-01-01
603299.SH,2015-12-31,2099-01-01
603300.SH,2015-05-29,2099-01-01
603306.SH,2014-09-26,2099-01-01
603308.SH,2014-01-22,2099-01-01
603309.SH,2015-03-02,2099-01-01
603311.SH,2015-05-18,2099-01-01
603315.SH,2015-04-24,2099-01-01
603318.SH,2015-04-24,2099-01-01
603328.SH,2014-07-01,2099-01-01
603333.SH,2012-05-07,2099-01-01
603338.SH,2015-03-25,2099-01-01
603355.SH,2015-05-13,2099-01-01
603366.SH,2012-05-21,2099-01-01
603368.SH,2014-12-04,2099-01-01
603369.SH,2014-07-03,2099-01-01
603398.SH,2015-12-09,2099-01-01
603399.SH,2012-08-24,2099-01-01
603456.SH,2014-10-10,2099-01-01
603508.SH,2015-12-24,2099-01-01
603518.SH,2014-12-03,2099-01-01
603519.SH,2015-03-19,2099-01-01
603555.SH,2014-01-24,2099-01-01
603558.SH,2015-01-27,2099-01-01
603566.SH,2015-05-18,2099-01-01
603567.SH,2015-04-24,2099-01-01
603568.SH,2015-05-28,2099-01-01
603588.SH,2014-12-29,2099-01-01
603589.SH,2015-06-29,2099-01-01
603598.SH,2015-05-27,2099-01-01
603599.SH,2015-05-13,2099-01-01
603600.SH,2015-01-23,2099-01-01
603601.SH,2015-01-22,2099-01-01
603606.SH,2014-10-15,2099-01-01
603609.SH,2014-08-08,2099-01-01
603611.SH,2015-01-28,2099-01-01
603616.SH,2015-06-11,2099-01-01
603618.SH,2015-02-17,2099-01-01
603636.SH,2014-12-30,2099-01-01
603669.SH,2015-05-28,2099-01-01
603678.SH,2015-01-26,2099-01-01
603686.SH,2015-01-26,2099-01-01
603688.SH,2014-10-31,2099-01-01
603696.SH,2015-12-09,2099-01-01
603698.SH,2015-01-28,2099-01-01
603699.SH,2014-01-17,2099-01-01
603703.SH,2015-04-23,2099-01-01
603718.SH,2015-05-15,2099-01-01
603729.SH,2015-03-24,2099-01-01
603766.SH,2012-08-10,2099-01-01
603778.SH,2015-12-31,2099-01-01
603788.SH,2015-01-20,2099-01-01
603789.SH,2015-04-27,2099-01-01
603799.SH,2015-01-29,2099-01-01
603800.SH,2015-12-10,2099-01-01
603806.SH,2014-09-05,2099-01-01
603808.SH,2015-04-22,2099-01-01
603818.SH,2015-04-22,2099-01-01
603828.SH,2015-02-26,2099-01-01
603838.SH,2015-07-01,2099-01-01
603866.SH,2015-12-22,2099-01-01
603869.SH,2015-03-26,2099-01-01
603883.SH,2015-04-23,2099-01-01
603885.SH,2015-05-27,2099-01-01
603889.SH,2014-12-31,2099-01-01
603898.SH,2015-02-17,2099-01-01
603899.SH,2015-01-27,2099-01-01
603901.SH,2015-05-29,2099-01-01
603918.SH,2015-05-28,2099-01-01
603936.SH,2015-12-09,2099-01-01
603939.SH,2015-02-17,2099-01-01
603968.SH,2015-05-18,2099-01-01
603969.SH,2015-02-27,2099-01-01
603979.SH,2015-06-30,2099-01-01
603988.SH,2014-11-04,2099-01-01
603989.SH,2015-05-15,2099-01-01
603993.SH,2012-10-09,2099-01-01
603996.SH,2015-12-22,2099-01-01
603997.SH,2015-03-02,2099-01-01
603998.SH,2014-12-05,2099-01-01
603999.SH,2015-12-10,2099-01-01
002778.SZ,2016-01-06,2099-01-01
002788.SZ,2016-02-18,2099-01-01
002789.SZ,2016-03-11,2099-01-01
002790.SZ,2016-03-08,2099-01-01
002791.SZ,2016-03-29,2099-01-01
002792.SZ,2016-03-28,2099-01-01
002793.SZ,2016-04-15,2099-01-01
002795.SZ,2016-04-28,2099-01-01
002796.SZ,2016-05-10,2099-01-01
002797.SZ,2016-05-11,2099-01-01
002798.SZ,2016-05-25,2099-01-01
002800.SZ,2016-05-30,2099-01-01
300474.SZ,2016-03-31,2099-01-01
300484.SZ,2016-03-22,2099-01-01
300499.SZ,2016-02-02,2099-01-01
300500.SZ,2016-02-04,2099-01-01
300501.SZ,2016-02-04,2099-01-01
300502.SZ,2016-03-03,2099-01-01
300503.SZ,2016-03-09,2099-01-01
300505.SZ,2016-03-15,2099-01-01
300506.SZ,2016-03-24,2099-01-01
300507.SZ,2016-04-29,2099-01-01
300508.SZ,2016-04-19,2099-01-01
300509.SZ,2016-04-25,2099-01-01
300510.SZ,2016-05-06,2099-01-01
300511.SZ,2016-05-04,2099-01-01
300512.SZ,2016-05-26,2099-01-01
300513.SZ,2016-05-30,2099-01-01
300516.SZ,2016-06-02,2099-01-01
601020.SH,2016-03-16,2099-01-01
601611.SH,2016-06-06,2099-01-01
601900.SH,2016-02-15,2099-01-01
603027.SH,2016-03-07,2099-01-01
603028.SH,2016-03-31,2099-01-01
603029.SH,2016-04-27,2099-01-01
603101.SH,2016-05-06,2099-01-01
603339.SH,2016-05-19,2099-01-01
603377.SH,2016-02-05,2099-01-01
603520.SH,2016-03-09,2099-01-01
603528.SH,2016-05-03,2099-01-01
603608.SH,2016-02-18,2099-01-01
603701.SH,2016-04-12,2099-01-01
603726.SH,2016-04-21,2099-01-01
603737.SH,2016-06-03,2099-01-01
603779.SH,2016-05-16,2099-01-01
603798.SH,2016-04-06,2099-01-01
603822.SH,2016-04-28,2099-01-01
603861.SH,2016-03-22,2099-01-01
603868.SH,2016-04-18,2099-01-01
603919.SH,2016-03-10,2099-01-01
603959.SH,2016-05-17,2099-01-01
002799.SZ,2016-06-08,2099-01-01
002801.SZ,2016-06-22,2099-01-01
002802.SZ,2016-06-29,2099-01-01
002803.SZ,2016-07-12,2099-01-01
002805.SZ,2016-07-07,2099-01-01
002806.SZ,2016-07-26,2099-01-01
002807.SZ,2016-09-02,2099-01-01
002808.SZ,2016-08-12,2099-01-01
002809.SZ,2016-08-23,2099-01-01
002810.SZ,2016-08-26,2099-01-01
002811.SZ,2016-09-08,2099-01-01
002812.SZ,2016-09-14,2099-01-01
002813.SZ,2016-10-12,2099-01-01
002815.SZ,2016-10-12,2099-01-01
002816.SZ,2016-10-25,2099-01-01
002817.SZ,2016-10-25,2099-01-01
300515.SZ,2016-06-08,2099-01-01
300517.SZ,2016-07-19,2099-01-01
300518.SZ,2016-06-24,2099-01-01
300519.SZ,2016-06-24,2099-01-01
300520.SZ,2016-07-08,2099-01-01
300521.SZ,2016-07-05,2099-01-01
300522.SZ,2016-07-05,2099-01-01
300523.SZ,2016-07-26,2099-01-01
300525.SZ,2016-07-26,2099-01-01
300526.SZ,2016-08-02,2099-01-01
300527.SZ,2016-08-05,2099-01-01
300528.SZ,2016-08-08,2099-01-01
300529.SZ,2016-08-02,2099-01-01
300530.SZ,2016-08-09,2099-01-01
300531.SZ,2016-08-09,2099-01-01
300532.SZ,2016-08-18,2099-01-01
300533.SZ,2016-08-18,2099-01-01
300534.SZ,2016-09-13,2099-01-01
300535.SZ,2016-08-12,2099-01-01
300536.SZ,2016-09-20,2099-01-01
300537.SZ,2016-08-30,2099-01-01
300538.SZ,2016-08-26,2099-01-01
300539.SZ,2016-08-30,2099-01-01
300540.SZ,2016-08-23,2099-01-01
300541.SZ,2016-09-13,2099-01-01
300542.SZ,2016-09-20,2099-01-01
300543.SZ,2016-09-08,2099-01-01
300545.SZ,2016-09-28,2099-01-01
300546.SZ,2016-09-28,2099-01-01
300547.SZ,2016-09-30,2099-01-01
300548.SZ,2016-10-12,2099-01-01
300549.SZ,2016-09-30,2099-01-01
300550.SZ,2016-10-18,2099-01-01
300551.SZ,2016-10-18,2099-01-01
300552.SZ,2016-10-21,2099-01-01
300553.SZ,2016-10-21,2099-01-01
300555.SZ,2016-10-18,2099-01-01
300557.SZ,2016-11-01,2099-01-01
300559.SZ,2016-11-01,2099-01-01
300560.SZ,2016-11-01,2099-01-01
600908.SH,2016-09-23,2099-01-01
600919.SH,2016-08-02,2099-01-01
600926.SH,2016-10-27,2099-01-01
600936.SH,2016-08-15,2099-01-01
600977.SH,2016-08-09,2099-01-01
601127.SH,2016-06-15,2099-01-01
601128.SH,2016-09-30,2099-01-01
601163.SH,2016-09-09,2099-01-01
601500.SH,2016-09-19,2099-01-01
601595.SH,2016-08-17,2099-01-01
601811.SH,2016-08-08,2099-01-01
601966.SH,2016-07-06,2099-01-01
601997.SH,2016-08-16,2099-01-01
603007.SH,2016-08-26,2099-01-01
603016.SH,2016-07-01,2099-01-01
603031.SH,2016-08-22,2099-01-01
603067.SH,2016-09-13,2099-01-01
603069.SH,2016-07-12,2099-01-01
603090.SH,2016-08-31,2099-01-01
603131.SH,2016-06-07,2099-01-01
603159.SH,2016-08-12,2099-01-01
603160.SH,2016-10-17,2099-01-01
603189.SH,2016-09-14,2099-01-01
603258.SH,2016-10-26,2099-01-01
603313.SH,2016-10-13,2099-01-01
603322.SH,2016-07-28,2099-01-01
603393.SH,2016-09-12,2099-01-01
603421.SH,2016-10-11,2099-01-01
603515.SH,2016-08-19,2099-01-01
603569.SH,2016-08-10,2099-01-01
603658.SH,2016-09-01,2099-01-01
603663.SH,2016-08-01,2099-01-01
603667.SH,2016-10-25,2099-01-01
603716.SH,2016-10-31,2099-01-01
603738.SH,2016-09-28,2099-01-01
603777.SH,2016-10-12,2099-01-01
603816.SH,2016-10-14,2099-01-01
603843.SH,2016-09-05,2099-01-01
603859.SH,2016-10-21,2099-01-01
603887.SH,2016-10-10,2099-01-01
603888.SH,2016-10-28,2099-01-01
603909.SH,2016-06-28,2099-01-01
603958.SH,2016-06-29,2099-01-01
603986.SH,2016-08-18,2099-01-01
002818.SZ,2016-11-09,2099-01-01
002819.SZ,2016-11-11,2099-01-01
002820.SZ,2016-11-18,2099-01-01
002821.SZ,2016-11-18,2099-01-01
002822.SZ,2016-11-29,2099-01-01
002823.SZ,2016-11-24,2099-01-01
002825.SZ,2016-11-29,2099-01-01
002826.SZ,2016-12-09,2099-01-01
002827.SZ,2016-12-09,2099-01-01
002828.SZ,2016-12-08,2099-01-01
002829.SZ,2016-12-13,2099-01-01
002830.SZ,2016-12-13,2099-01-01
002831.SZ,2016-12-16,2099-01-01
002832.SZ,2016-12-23,2099-01-01
002833.SZ,2016-12-28,2099-01-01
002835.SZ,2016-12-28,2099-01-01
002836.SZ,2016-12-29,2099-01-01
002837.SZ,2016-12-29,2099-01-01
300556.SZ,2016-11-04,2099-01-01
300558.SZ,2016-11-07,2099-01-01
300561.SZ,2016-11-17,2099-01-01
300562.SZ,2016-11-16,2099-01-01
300563.SZ,2016-11-14,2099-01-01
300565.SZ,2016-11-22,2099-01-01
300566.SZ,2016-11-15,2099-01-01
300567.SZ,2016-11-22,2099-01-01
300568.SZ,2016-12-01,2099-01-01
300569.SZ,2016-11-25,2099-01-01
300570.SZ,2016-12-06,2099-01-01
300571.SZ,2016-12-13,2099-01-01
300572.SZ,2016-12-06,2099-01-01
300573.SZ,2016-12-08,2099-01-01
300575.SZ,2016-12-20,2099-01-01
300576.SZ,2016-12-20,2099-01-01
300577.SZ,2016-12-21,2099-01-01
300579.SZ,2016-12-23,2099-01-01
300581.SZ,2016-12-20,2099-01-01
300582.SZ,2016-12-28,2099-01-01
300585.SZ,2016-12-29,2099-01-01
600909.SH,2016-12-06,2099-01-01
600996.SH,2016-12-26,2099-01-01
601229.SH,2016-11-16,2099-01-01
601882.SH,2016-11-07,2099-01-01
603033.SH,2016-12-07,2099-01-01
603036.SH,2016-12-09,2099-01-01
603058.SH,2016-12-23,2099-01-01
603060.SH,2016-11-09,2099-01-01
603098.SH,2016-12-16,2099-01-01
603203.SH,2016-11-08,2099-01-01
603218.SH,2016-12-28,2099-01-01
603239.SH,2016-12-30,2099-01-01
603298.SH,2016-12-27,2099-01-01
603319.SH,2016-11-30,2099-01-01
603323.SH,2016-11-29,2099-01-01
603336.SH,2016-11-24,2099-01-01
603389.SH,2016-12-15,2099-01-01
603416.SH,2016-12-21,2099-01-01
603556.SH,2016-11-10,2099-01-01
603559.SH,2016-12-02,2099-01-01
603577.SH,2016-12-22,2099-01-01
603585.SH,2016-12-14,2099-01-01
603633.SH,2016-11-17,2099-01-01
603660.SH,2016-12-01,2099-01-01
603708.SH,2016-12-13,2099-01-01
603727.SH,2016-11-22,2099-01-01
603819.SH,2016-11-25,2099-01-01
603823.SH,2016-12-20,2099-01-01
603858.SH,2016-11-18,2099-01-01
603878.SH,2016-12-19,2099-01-01
603886.SH,2016-12-28,2099-01-01
603900.SH,2016-11-23,2099-01-01
603928.SH,2016-12-12,2099-01-01
603929.SH,2016-12-30,2099-01-01
603977.SH,2016-11-11,2099-01-01
603987.SH,2016-11-21,2099-01-01
603990.SH,2016-12-08,2099-01-01
002824.SZ,2017-01-12,2099-01-01
002838.SZ,2017-01-06,2099-01-01
002839.SZ,2017-01-24,2099-01-01
002840.SZ,2017-01-10,2099-01-01
002841.SZ,2017-01-19,2099-01-01
002842.SZ,2017-01-19,2099-01-01
002843.SZ,2017-01-20,2099-01-01
002845.SZ,2017-01-25,2099-01-01
300578.SZ,2017-01-25,2099-01-01
300580.SZ,2017-01-11,2099-01-01
300583.SZ,2017-01-06,2099-01-01
300584.SZ,2017-01-12,2099-01-01
300586.SZ,2017-01-04,2099-01-01
300587.SZ,2017-01-05,2099-01-01
300588.SZ,2017-01-05,2099-01-01
300589.SZ,2017-01-13,2099-01-01
300590.SZ,2017-01-11,2099-01-01
300591.SZ,2017-01-10,2099-01-01
300592.SZ,2017-01-20,2099-01-01
300593.SZ,2017-01-13,2099-01-01
300595.SZ,2017-01-17,2099-01-01
300596.SZ,2017-01-19,2099-01-01
300597.SZ,2017-01-23,2099-01-01
300598.SZ,2017-01-20,2099-01-01
300599.SZ,2017-01-23,2099-01-01
300600.SZ,2017-01-25,2099-01-01
300602.SZ,2017-01-26,2099-01-01
300603.SZ,2017-01-26,2099-01-01
601375.SH,2017-01-03,2099-01-01
601858.SH,2017-01-18,2099-01-01
601881.SH,2017-01-23,2099-01-01
603032.SH,2017-01-05,2099-01-01
603035.SH,2017-01-05,2099-01-01
603037.SH,2017-01-20,2099-01-01
603038.SH,2017-01-16,2099-01-01
603039.SH,2017-01-13,2099-01-01
603089.SH,2017-01-26,2099-01-01
603165.SH,2017-01-17,2099-01-01
603186.SH,2017-01-03,2099-01-01
603228.SH,2017-01-06,2099-01-01
603266.SH,2017-01-10,2099-01-01
603337.SH,2017-01-19,2099-01-01
603358.SH,2017-01-25,2099-01-01
603429.SH,2017-01-24,2099-01-01
603444.SH,2017-01-04,2099-01-01
603579.SH,2017-01-11,2099-01-01
603628.SH,2017-01-12,2099-01-01
603638.SH,2017-01-20,2099-01-01
603639.SH,2017-01-12,2099-01-01
603668.SH,2017-01-17,2099-01-01
603689.SH,2017-01-10,2099-01-01
603690.SH,2017-01-13,2099-01-01
603877.SH,2017-01-09,2099-01-01
603966.SH,2017-01-25,2099-01-01
